ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2023
KNA,St. Kitts and Nevis,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.99
LCA,St. Lucia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.826
LCA,St. Lucia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.297
LCA,St. Lucia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","17,880.30"
LCA,St. Lucia,Output gap in percent of potential GDP,Percent of potential GDP,,,
LCA,St. Lucia,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 Notes: Historical values for expenditure based GDP components are not reported by authorities and are estimated by IMF staff using data from balance of payments and fiscal accounts.  GDP expenditure component estimates prior 2014 have been removed due to internal inconsistencies arising from methodological changes to international trade estimates from the balance of payments applicable to data reported after 2014. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2022,23.249
LCA,St. Lucia,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 Notes: Historical values for expenditure based GDP components are not reported by authorities and are estimated by IMF staff using data from balance of payments and fiscal accounts.  GDP expenditure component estimates prior 2014 have been removed due to internal inconsistencies arising from methodological changes to international trade estimates from the balance of payments applicable to data reported after 2014. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2022,23.275
LCA,St. Lucia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2.677
LCA,St. Lucia,Unemployment rate,Percent of total labor force,,,
LCA,St. Lucia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,22.506
LCA,St. Lucia,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-2.276
LCA,St. Lucia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,88.29
LCA,St. Lucia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.113
VCT,St. Vincent and the Grenadines,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",6
VCT,St. Vincent and the Grenadines,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.922
VCT,St. Vincent and the Grenadines,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","17,310.23"
VCT,St. Vincent and the Grenadines,Output gap in percent of potential GDP,Percent of potential GDP,,,
VCT,St. Vincent and the Grenadines,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2020. Preliminary Notes: Historical values for expenditure based GDP components are not reported by authorities and are estimated by IMF staff using data from balance of payments and fiscal accounts.  GDP expenditure component estimates prior 2014 have been removed due to internal inconsistencies arising from methodological changes to international trade estimates from the balance of payments applicable to data reported after 2014. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. Real GDP at market prices begins in 2000 Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2022,38.207
VCT,St. Vincent and the Grenadines,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2020. Preliminary Notes: Historical values for expenditure based GDP components are not reported by authorities and are estimated by IMF staff using data from balance of payments and fiscal accounts.  GDP expenditure component estimates prior 2014 have been removed due to internal inconsistencies arising from methodological changes to international trade estimates from the balance of payments applicable to data reported after 2014. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. Real GDP at market prices begins in 2000 Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2022,10.579
VCT,St. Vincent and the Grenadines,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",4.587
VCT,St. Vincent and the Grenadines,Unemployment rate,Percent of total labor force,,,
VCT,St. Vincent and the Grenadines,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,30.668
VCT,St. Vincent and the Grenadines,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-5.955
VCT,St. Vincent and the Grenadines,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,87.971
VCT,St. Vincent and the Grenadines,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-27.629
SDN,Sudan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.6
SDN,Sudan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",220.707
SDN,Sudan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,608.13"
SDN,Sudan,Output gap in percent of potential GDP,Percent of potential GDP,,,
SDN,Sudan,Total investment,Percent of GDP,,,
SDN,Sudan,Gross national savings,Percent of GDP,,Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2019. Substantial delay occurred in the regular production of national accounts data. National accounts manual used: We don't receive national accounting data since 2019 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1982. Fiscal year and calendar year are the same. Chain-weighted: No Primary domestic currency: Sudanese pound Data last updated: 09/2022,2.338
SDN,Sudan,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",76.85
